Z,h,K,T,persistence,biomass,stability,diversity
1.0,2.0,5.99484250318941,288.15,0.8,"[5.994842502340389, 4.50116209379921, 4.501162097313785, 4.825864334828379, 0.008758982815124064, 4.534662893175943, 0.0, 0.00012359828796966931, 0.0001198184776402433, 0.00011207842724217097, 0.0, 0.0, 0.023523209051805216, 4.308413651638882, 0.005464430437411261, 0.0, 0.03266055726886122, 3.910528294181849, 0.01943223555785039, 0.007416169166071095]",-0.09064309617700607,0.7057754252874034
1.0,2.0,5.99484250318941,293.15,0.65,"[5.994842503189414, 5.994842404119836, 5.994842404119833, 5.994842432154648, 5.106012096990344e-6, 5.994842407946043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2585619354888447e-5, 5.9948423858771855, 3.0617444434612283e-6, 0.0, 1.7930525750848984e-5, 5.994842340639587, 1.1289212862760655e-5, 4.1093020730466825e-6]",-0.08710638325830213,0.7586615537730234
1.0,2.0,5.99484250318941,298.15,0.35,"[5.994842503199488, 5.994841444822303, 5.994841444812909, 5.994841759497384, 0.0, 5.994841492657181, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.994841251994984, 0.0, 0.0, 0.0, 5.994840769518086, 0.0, 0.0]",-3.445084689355201e-6,0.9999999999992412
1.0,2.0,5.99484250318941,303.15,0.35,"[5.994842503189416, 5.994770803483906, 5.994770803523843, 5.994808960580686, 0.0, 5.994779213434102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.994726577417473, 0.0, 0.0, 0.0, 5.994018163885396, 0.0, 0.0]",-0.00014797484106532252,0.9999999839186631
1.0,2.0,10.0,283.15,1.0,"[9.999697803046992, 0.1815905739811957, 0.18159142264178585, 0.24177303501708464, 0.05477573056032234, 0.18363663592604576, 1.1710920931380662e-5, 0.001353008819574225, 0.0013033188857243631, 0.0012207894868788295, 1.4765299938935058e-5, 1.588326679327995e-5, 0.16152820008043475, 0.15482589014533069, 0.03564260844301711, 1.768559474749565e-5, 0.21855386637659566, 0.11606370139238371, 0.121857173066097, 0.047988783659298206]",-0.01755968471808899,0.2541502680960435
1.0,2.0,10.0,288.15,0.8,"[9.999999997819923, 7.20328619937257, 7.203286208383469, 7.794824605005911, 0.007506610919241784, 7.262909340849742, 0.0, 0.00011337073773970359, 0.00010996554827318507, 0.00010281458025861764, 0.0, 0.0, 0.019993179499890733, 6.8573341646271215, 0.004684124710065333, 0.0, 0.027823799035223987, 6.154254885471778, 0.016680999996876604, 0.006344243323240743]",-0.09354153962131438,0.701870889137571
1.0,2.0,10.0,293.15,0.65,"[9.99999999999999, 9.99999955768396, 9.999999557683946, 9.999999680937835, 4.240950224454236e-6, 9.99999957444476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.038733631647535e-5, 9.999999476161994, 2.5440004570860513e-6, 0.0, 1.4819595798732373e-5, 9.999999270989079, 9.393653346238001e-6, 3.4092066044918523e-6]",-0.09103914315555334,0.7586581331567969
1.0,2.0,10.0,298.15,0.35,"[10.0, 10.000008990140898, 10.000008990140898, 10.000006278426527, 0.0, 10.000008569588022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.000010725995562, 0.0, 0.0, 0.0, 10.000015187988925, 0.0, 0.0]",-6.274522459288916e-6,0.999999999997344
1.0,2.0,10.0,303.15,0.35,"[10.0, 9.999710708041976, 9.999710708041976, 9.999860823520182, 0.0, 9.999742414721483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999540130653598, 0.0, 0.0, 0.0, 9.997352081775418, 0.0, 0.0]",-0.00017496713923381498,0.9999999789132233
10.0,1.0,0.1,283.15,0.6,"[0.060192805519753145, 0.056095188715060855, 0.059640238434766034, 0.06005070328775515, 0.00014335005934112125, 0.060054888029658124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005723471221843364, 0.05990166160723603, 0.0, 0.0, 0.6432358129146207, 0.059868613854490264, 0.043237324340326094, 1.2450144390175371e-5]",-0.005098761743772782,0.622920342777243
10.0,1.0,0.1,288.15,0.65,"[0.07453207147975231, 0.0745316718615095, 0.07453197029854634, 0.07453205895220355, 0.0024429373961438973, 0.07453205885554058, 0.0, 0.0, 0.0, 8.608822174419803e-6, 0.0, 0.0, 0.0006740749469198853, 0.0745320106971166, 0.0, 0.0, 0.5675422152327652, 0.07453200434508316, 0.04356532649236036, 9.369425022732801e-6]",-0.0019493514097479446,0.678623306778233
10.0,1.0,0.1,293.15,0.65,"[0.07671519843059546, 0.07671463149757639, 0.0767148773371637, 0.0767151847357895, 0.0510201044806134, 0.07671518318985372, 0.0, 0.0, 0.0, 0.00017988552868627143, 0.0, 0.0, 0.0008684037392769544, 0.07671498380244117, 0.0, 0.0, 0.4220841707273093, 0.0767149643963576, 0.036401941537469854, 5.932321582028459e-6]",-0.007291292901855525,0.7710355700961096
10.0,1.0,0.1,298.15,0.65,"[0.07170400848296747, 0.0716830837835427, 0.07168572941511045, 0.07170394684228064, 0.12488673048131885, 0.07170389809611918, 0.0, 0.0, 0.0, 0.0004127304660926069, 0.0, 0.0, 0.0023042541209498967, 0.07169389028782076, 0.0, 0.0, 0.3792416482349803, 0.07169270940698913, 0.040829034760340326, 5.945427098871926e-6]",-0.003990940325516812,0.7981761870685004
10.0,1.0,0.1,303.15,0.65,"[0.07527778756478151, 0.07527368956929978, 0.07527398776066957, 0.07527778746898313, 0.16743129443583735, 0.07527778711811808, 0.0, 0.0, 0.0, 0.0005628497688169989, 0.0, 0.0, 0.008976815270466097, 0.07527749336434895, 0.0, 0.0, 0.2940023070761544, 0.07527737828075606, 0.042583782415607854, 4.5601513125121606e-6]",-0.004812579091650452,0.8409640055906479
10.0,1.0,0.16681005372000587,283.15,0.64985,"[0.08255225251272348, 0.059967548766797475, 0.07996399779986854, 0.08191363008917173, 0.00032798479107555204, 0.08195037529918182, 0.0, 0.0, 0.0, 8.760738006710584e-7, 0.0, 0.0, 0.0007813098206052066, 0.08157215255042187, 0.0, 0.0, 0.8495387308498544, 0.08144687172002674, 0.0635789359629031, 1.1820785016262473e-5]",-0.005455866742855795,0.6060367065704794
10.0,1.0,0.16681005372000587,288.15,0.65,"[0.08929023058566335, 0.08928157108908859, 0.08928882215276263, 0.08929001209218917, 0.0006061208515731522, 0.08929002018378672, 0.0, 0.0, 0.0, 1.8559802486685652e-6, 0.0, 0.0, 0.001922906256313223, 0.08928956831747809, 0.0, 0.0, 1.081113112585725, 0.08928949554842011, 0.09094418073484611, 1.499137458620543e-5]",-0.012103034146904642,0.588789633879654
10.0,1.0,0.16681005372000587,293.15,0.7,"[0.1328749969134661, 0.13287499690390878, 0.13287499691016671, 0.13287499691315918, 0.04215136602062066, 0.13287499691315643, 0.0, 0.0, 0.0, 0.0001661511293097703, 0.0, 0.0, 0.00038177618034453543, 0.13287499691153906, 0.0, 0.9414063537796946, 0.04418739803845376, 0.13287499691136884, 0.004858720494448703, 2.1957196838985602e-5]",-0.06260358646198319,0.6869153143895516
10.0,1.0,0.16681005372000587,298.15,0.65,"[0.1251027455861985, 0.12508067613892163, 0.1250857750992495, 0.12510250466539666, 0.006227395645244821, 0.12510243626607484, 0.0, 0.0, 0.0, 2.2349567879717628e-5, 0.0, 0.0, 0.01354038092148423, 0.12509357105937477, 0.0, 0.0, 0.9881538221836056, 0.12509283185898615, 0.1125154087199238, 1.7596843866812222e-5]",-0.0049543780469924826,0.6929448118283654
10.0,1.0,0.16681005372000587,303.15,0.65,"[0.12899290564195381, 0.1289339108908343, 0.1289380986940975, 0.12899289717735324, 0.05338050525871176, 0.12899287491628803, 0.0, 0.0, 0.0, 0.00016258080659341725, 0.0, 0.0, 0.05843390122527878, 0.12898702459306374, 0.0, 0.0, 0.8162883545805909, 0.12898619112265636, 0.1298883742206181, 1.1848602702807425e-5]",-0.006042355848988838,0.7802262060081339
10.0,1.0,0.2782559402207124,283.15,0.7,"[0.10414456962252154, 0.03144044329249177, 0.09275828156364355, 0.09867535631667541, 3.922530055733463e-5, 0.09909110819291118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014292482399419115, 0.1000761111025235, 1.1633294372091349e-6, 0.019759283011894793, 1.071545041934814, 0.09955349757063109, 0.07272010695282861, 1.985233674583621e-5]",-0.015420430820992707,0.5776366447663264
10.0,1.0,0.2782559402207124,288.15,0.75,"[0.17558373772545469, 0.17517653721655857, 0.17554676494419738, 0.1755728847155622, 0.00043121382717667075, 0.1755736500712534, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2660397330165174e-6, 0.00034322439002423594, 0.1755688669562068, 1.8493623223080554e-6, 1.5441286406774253, 0.062460025912924544, 0.17556719853141314, 0.006061295399719316, 3.584467704440705e-5]",-0.06040434116444331,0.6035195543996807
10.0,1.0,0.2782559402207124,293.15,0.6999500000000001,"[0.10281321915075282, 0.10281321884186649, 0.1028132190880434, 0.10281321914200836, 0.14134709228470482, 0.10281321914240153, 0.0, 0.0, 0.0, 0.0005306941248485373, 0.0, 2.187601513650385e-6, 0.0, 0.10281321912173061, 4.746226777586679e-6, 2.2797271874736067, 9.495358553265132e-7, 0.10281321911907272, 0.0, 0.00012432175037529396]",-0.017259861518060252,0.43859781322479496
10.0,1.0,0.2782559402207124,298.15,0.55,"[0.12847379898855213, 0.1284737989868713, 0.12847379898743216, 0.1284737989885339, 0.0, 0.1284737989885317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050726435568609014, 0.12847379898811567, 0.0, 0.0, 2.158899361446541, 0.12847379898808312, 0.27519525616519824, 2.5824122892330374e-5]",-0.0036078364896426334,0.5934977160376691
10.0,1.0,0.2782559402207124,303.15,0.62345,"[0.15068723971208295, 0.1506872366209342, 0.15068723677559961, 0.15068723971208295, 0.0, 0.1506872397043453, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0815784187651785e-6, 0.3310855036542762, 0.150687238605025, 4.391020741489859e-7, 0.0, 2.017610087803492, 0.15068723853368943, 0.33570463687109664, 3.075462149944163e-5]",-0.012065811468337103,0.6622241323066816
10.0,1.0,0.4641588833612779,283.15,0.7,"[0.13427428038049818, 0.010345065780939433, 0.09257406937870376, 0.10951631889368844, 1.1412720276563728e-5, 0.111439194704153, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0369923097884125e-6, 0.0017224803191027962, 0.12079865890341666, 1.2655169751973964e-6, 0.0, 1.25369192528659, 0.11894594674765477, 0.08572810435316944, 2.1230011189030522e-5]",-0.010350155704123787,0.5433411505652048
10.0,1.0,0.4641588833612779,288.15,0.65,"[0.07883025178941759, 0.0654219761724748, 0.07789122298777623, 0.07851694260739343, 0.0, 0.07854514341499778, 0.0, 0.0, 0.0, 0.0, 0.0, 1.144500267168456e-6, 0.005561248159149734, 0.07855378957054579, 1.6037691486084544e-6, 0.0, 1.9258738965937314, 0.07851909962056686, 0.1544068038108845, 2.9493847336766104e-5]",-0.0027090506314057456,0.44009686191865083
10.0,1.0,0.4641588833612779,293.15,0.65,"[0.105994922410032, 0.10597163523371296, 0.10599202425428264, 0.10599447963221076, 0.0, 0.10599451316362013, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0495869643204508e-6, 0.018157552799041497, 0.1059939797995401, 1.5816644196108605e-6, 0.0, 2.4131550733980625, 0.10599388688947882, 0.23092481544766758, 3.221684651069648e-5]",-0.003609856210096313,0.47198278522240544
10.0,1.0,0.4641588833612779,298.15,0.65,"[0.12780564718446016, 0.1278056469991477, 0.12780564711437759, 0.12780564718214993, 0.0, 0.12780564718216905, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1752079759204146e-6, 0.0919134430646947, 0.12780564716349063, 1.223275271332716e-6, 0.0, 2.8892757726247544, 0.1278056471618119, 0.3521492375256244, 2.926369939917977e-5]",-0.004394501403347544,0.5032758781284274
10.0,1.0,0.4641588833612779,303.15,0.64995,"[0.14621542683682692, 0.1462152932580909, 0.14621531378546862, 0.14621542628885584, 0.0, 0.14621542597225637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001084435259636345, 0.6713064624587534, 0.14621539980369194, 1.027104490028624e-6, 0.0, 2.7790381821129904, 0.14621539812412618, 0.4580666574346327, 3.441916673595486e-5]",-0.021089309869563606,0.6026824427026372
10.0,1.0,0.7742636826811271,283.15,0.65,"[0.18470896209412324, 0.003610154051528152, 0.07576990091344488, 0.10458257665245053, 2.5316225792530023e-6, 0.10947138081549404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016795604322247192, 0.14548942091152345, 1.160528990350253e-6, 0.0, 1.2921048056441278, 0.14007678728090664, 0.08772989798007096, 1.9093253906592862e-5]",-0.014439897491135924,0.5620253377283879
10.0,1.0,0.7742636826811271,288.15,0.64995,"[0.07900958184964213, 0.020533248601187454, 0.07084803250104871, 0.07591145278746671, 0.0, 0.07622224334590874, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0078219755890344e-6, 0.005534318563671107, 0.07714989824228531, 1.4373217563032125e-6, 0.0, 2.0425713996322967, 0.07688612208226486, 0.16231916273786826, 2.5792226534239948e-5]",-0.006754691132827513,0.4027984481669533
10.0,1.0,0.7742636826811271,293.15,0.6,"[0.10170100956055152, 0.09843375639236031, 0.10144996467106483, 0.1016604842195865, 0.0, 0.10166449360922779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020122786059637653, 0.10164593129522985, 1.4123243490270794e-6, 0.0, 2.746622646809305, 0.10163985035045345, 0.26124115480337334, 2.7851167141981718e-5]",-0.005756603001377485,0.45253938895123824
10.0,1.0,0.7742636826811271,298.15,0.6,"[0.12724400053425758, 0.12724306183076162, 0.12724380624821896, 0.12724399353183125, 0.0, 0.12724399398089334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11047459033007143, 0.12724396307949046, 1.0967257522332138e-6, 0.0, 3.3272926636026163, 0.12724395989202583, 0.4004434924462512, 2.4743647397800804e-5]",-0.003975495156380664,0.4930525260426273
10.0,1.0,0.7742636826811271,303.15,0.55,"[0.14427461025058227, 0.14427461023709678, 0.14427461024222343, 0.14427461025054444, 0.0, 0.14427461025053134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8964366188986832, 0.14427461024942667, 0.0, 0.0, 3.17366261299984, 0.1442746102493495, 0.514319242469415, 2.344760603996522e-5]",-0.006379202932208817,0.62334780124018
10.0,1.0,1.2915496650148839,283.15,0.55,"[0.24947370484989295, 0.0015241994811056633, 0.051716396394989636, 0.08010276760651412, 0.0, 0.08652162448652385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014331287957705086, 0.15944018806019267, 0.0, 0.0, 1.2318043250332158, 0.14808698103137471, 0.08204033692207828, 1.6218943703216327e-5]",-0.021586609037940175,0.5982073471868802
10.0,1.0,1.2915496650148839,288.15,0.6,"[0.07486305568227117, 0.00373360947907436, 0.047569027469867395, 0.061865498881060126, 0.0, 0.06310626200558608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00537349814078076, 0.06881242845730774, 1.2719174101660054e-6, 0.0, 2.1817592486218276, 0.06787151531057149, 0.17173481930304313, 2.2344915685906133e-5]",-0.006229727180460128,0.362955274300478
10.0,1.0,1.2915496650148839,293.15,0.6,"[0.0997393015582756, 0.05258271220050608, 0.09585294052055487, 0.09879575093385884, 0.0, 0.09890481092267384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021365751636416384, 0.09906904333385548, 1.1633344352054034e-6, 0.0, 2.9923539394838974, 0.09898407781755124, 0.26463959424331124, 2.2648540479668264e-5]",-0.01000321785221527,0.41449951517269756
10.0,1.0,1.2915496650148839,298.15,0.6,"[0.12861148852838347, 0.12790309070827144, 0.12854222524292663, 0.12860738670750974, 0.0, 0.12860782662161083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.110739085786441, 0.12860197419676575, 1.0366564300990123e-6, 0.0, 3.5947066420342892, 0.1286010934779237, 0.4012824899462138, 2.2625026837855513e-5]",-0.007793589180353641,0.47588386351521245
10.0,1.0,1.2915496650148839,303.15,0.55,"[0.14443260147515866, 0.14443254867060432, 0.14443258618442012, 0.1444326013749175, 0.0, 0.14443260136903868, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9568355127254194, 0.14443260005414285, 0.0, 0.0, 3.524368940501308, 0.14443259995136948, 0.5404944662723646, 1.4748889501849656e-5]",-0.006658186592342244,0.6037103866818804
10.0,1.0,2.154434690031884,283.15,0.55,"[0.29709275715672084, 0.0007528254166705342, 0.032723511064263966, 0.05344702711451907, 0.0, 0.05892903174312984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011705774624737506, 0.14944362252491916, 0.0, 0.0, 1.1402873207397564, 0.1333518853590979, 0.0743071869105441, 1.3597592929954476e-5]",-0.02900354225751627,0.5784716873417478
10.0,1.0,2.154434690031884,288.15,0.6,"[0.07331350781653048, 0.0011164414647021896, 0.028839052263563595, 0.04115851787153541, 0.0, 0.043445124748797206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006181045036940913, 0.060745734181518476, 1.1672796797281418e-6, 0.0, 2.374165892508714, 0.05871898606148368, 0.1750376617245882, 2.1682097286790677e-5]",-0.011030627488327583,0.3093400136265709
10.0,1.0,2.154434690031884,293.15,0.6,"[0.10533959510934349, 0.010171228042347132, 0.08090640097788042, 0.098172716058868, 0.0, 0.09902336976153053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020072630687701463, 0.10170126357107656, 1.2274587117931527e-6, 0.0, 3.340434297403285, 0.10117050050021219, 0.29029152922722934, 2.291708603677552e-5]",-0.03014951083692398,0.3750774819698457
10.0,1.0,2.154434690031884,298.15,0.7,"[0.13631044674273848, 0.10117667366625331, 0.1339200553788133, 0.13602078006630325, 0.0, 0.136058523604946, 0.0, 0.0, 0.0, 0.0, 1.7011439137729788e-6, 1.5533653480697973e-6, 0.09498977615107301, 0.13604040202222195, 1.4272746429967441e-6, 0.0, 3.6919129155616988, 0.13601169068232805, 0.36825566186221886, 2.8343250113137344e-5]",-0.021186473769958265,0.4378382545218966
10.0,1.0,2.154434690031884,303.15,0.55,"[0.1487703379689448, 0.1485837620019666, 0.14874683162950492, 0.14877020061815427, 0.0, 0.14877020458985035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8200056224281936, 0.14876910741589205, 0.0, 0.0, 3.9676046931295508, 0.14876900869738147, 0.6039832420223906, 9.481045336729121e-6]",-0.009578327348543397,0.5806718071270901
10.0,1.0,3.5938136638046276,283.15,0.55,"[0.304291786845105, 0.0004545718499937885, 0.022528031747874492, 0.034809171242095344, 0.0, 0.03880350388829976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010243851092020886, 0.12778833032568593, 0.0, 0.0, 1.0645830859860272, 0.11050393134668039, 0.0669153480111266, 1.3472655017826399e-5]",-0.033793252305709405,0.5494355952740726
10.0,1.0,3.5938136638046276,288.15,0.55,"[0.0720575450946685, 0.0004073938687857815, 0.015534845864285485, 0.024683587163099145, 0.0, 0.026875314841860985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0065337012121811965, 0.051288645428200684, 0.0, 0.0, 2.6342403338042355, 0.048064623864268546, 0.1931837172252381, 2.20463503698656e-5]",-0.028169921216455285,0.27044362758790425
10.0,1.0,3.5938136638046276,293.15,0.55,"[0.18113691935654527, 0.0035744297177015094, 0.08005478666942999, 0.13906305910453076, 0.0, 0.14348218678688568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019429044264734623, 0.16292610120667175, 0.0, 0.0, 3.8908586456811247, 0.16001459501598683, 0.3358570712237505, 1.955276137514221e-5]",-0.08113134001268718,0.42160445848115713
10.0,1.0,3.5938136638046276,298.15,0.55,"[0.2723759800207121, 0.21291874300248845, 0.2698457149077077, 0.27190540096128213, 0.0, 0.27197250296747194, 0.0, 0.0, 0.0, 0.0, 0.0, 2.480907510350375e-5, 0.0, 0.27214649033624616, 0.00015731354944648252, 10.657873453798805, 0.0, 0.2721166115813261, 0.0, 0.0052335450922265546]",-0.06340299476744515,0.2951187749170951
10.0,1.0,3.5938136638046276,303.15,0.55,"[0.1742922278938803, 0.1494214820383102, 0.17265715095333403, 0.17424358277490712, 0.0, 0.17425050416955376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6468129368909995, 0.17420720331693493, 0.0, 0.0, 4.428037758399763, 0.1741996191806781, 0.5791218366130891, 1.3279420464828215e-5]",-0.015701042336146692,0.565888459412715
10.0,1.0,5.99484250318941,283.15,0.55,"[0.2876403072024729, 0.0003321597463449235, 0.01772827336000186, 0.02462261939802281, 0.0, 0.02760353300295609, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009685975933632702, 0.11021728766041679, 0.0, 0.0, 1.0181174895892358, 0.09340864106968302, 0.06159894599996933, 1.3259754039583517e-5]",-0.03625509557724584,0.5234235348167209
10.0,1.0,5.99484250318941,288.15,0.55,"[0.07396334133750297, 0.00019793724712259615, 0.009205444223549136, 0.015528826821474882, 0.0, 0.017255143473973753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007116389130909873, 0.04403626944364303, 0.0, 0.0, 2.9533769888368084, 0.03983449093631409, 0.2173646667371352, 2.343343530954101e-5]",-0.050240270741212296,0.23674524592936413
10.0,1.0,5.99484250318941,293.15,0.55,"[0.6385742635886386, 0.0031380695145314945, 0.11852324403337539, 0.31290632029823734, 0.0, 0.3363545060565343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009048021059322528, 0.48713457551192496, 0.0, 0.0, 2.8432568484679406, 0.46384521155151964, 0.22810388741398005, 1.1427342017225289e-5]",-0.06188420012315636,0.6610034553951222
10.0,1.0,5.99484250318941,298.15,0.55,"[0.05780007981797326, 0.0016063973577200112, 0.03025177277652249, 0.049577029352186754, 0.0, 0.05065683826789584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07291038544991015, 0.05451371722912416, 0.0, 0.0, 4.794687619735831, 0.0540240884256965, 0.438018913325304, 2.1021749954739908e-5]",-0.0960528247459319,0.2669470899953859
10.0,1.0,5.99484250318941,303.15,0.55,"[0.09179398081756175, 0.014439865282111147, 0.07684787782915714, 0.09130136358267774, 0.0, 0.09137923105483874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3412368451239031, 0.09120071400082606, 0.0, 0.0, 4.74954565737615, 0.09113617741909157, 0.6125952520704314, 9.405809030178564e-6]",-0.06309953908160594,0.4057457862039378
10.0,1.0,10.0,283.15,0.6,"[0.4327500289998111, 0.00044117261056729847, 0.024574080357489304, 0.03183999415194646, 0.0, 0.03579437468851618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004090972484611784, 0.1601566096141043, 0.0, 0.6096144428186344, 0.35573262142186246, 0.1341241342376626, 0.022295777919737973, 1.2842518708761682e-5]",-0.06663219487229595,0.6841746274329524
10.0,1.0,10.0,288.15,0.55,"[0.08043763279964596, 0.00012506478117065183, 0.006463044101048935, 0.011226681296439115, 0.0, 0.012618617011715433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007831877013024595, 0.04013195124567647, 0.0, 0.0, 3.2846486743525243, 0.035155539356350414, 0.2432815345584883, 2.4588916465562506e-5]",-0.07297367353800618,0.21894503971200185
10.0,1.0,10.0,293.15,0.6,"[0.8904045112272512, 0.0027480354183036047, 0.1245332261518545, 0.22026447861954723, 0.0, 0.2462670968803439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01018889409684384, 0.5910483336722282, 1.38969131516035e-6, 0.0, 2.583123725837629, 0.5455069029937394, 0.18163803934971637, 2.196687581083153e-5]",-0.09506468129020024,0.6490013444370137
10.0,1.0,10.0,298.15,0.55,"[0.6866532449713731, 0.0039481900375382874, 0.1430025132625348, 0.4088442049599963, 0.0, 0.4360147388430564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018968157330720454, 0.5720651924804495, 0.0, 0.0, 2.6514906094590764, 0.5544282438567654, 0.2153806300621003, 8.756517780932734e-6]",-0.23526484004976844,0.7015877127009961
10.0,1.0,10.0,303.15,0.5,"[0.605122459091252, 0.0, 0.33697374046097467, 0.5589018613374157, 0.0, 0.5662730754365014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3116196593130955, 0.5859525104853444, 0.0, 0.0, 4.9367397753662745, 0.5833643779314795, 0.5462016956227754, 1.456224084314112e-5]",-0.1792765297452222,0.7040386195060138
10.0,1.2,0.1,283.15,1.0,"[0.10000001277274881, 0.08643685796523738, 0.08644554164711798, 0.0994207490142269, 0.04846474857151743, 0.09898940873705923, 9.931272900073867e-6, 0.0004555134222677767, 0.00046893817347567313, 0.001152092342621392, 0.00021063042113197481, 0.00023862941313353695, 0.009886113647731946, 0.09788086332155814, 7.015951465617506e-5, 5.0722467721025186e-5, 0.054157936210730534, 0.09454323636205628, 0.0735784122420728, 0.00014746196442814088]",-0.014100379483120106,0.7791024035462283
10.0,1.2,0.1,288.15,0.9840500000000001,"[0.09980435956623261, 0.09621646215543848, 0.09621673072813816, 0.0996354395403508, 0.01850777097539403, 0.0995728639995634, 3.2100632831240826e-7, 0.0001374071145244735, 0.00014156079876919463, 0.00021947417791880859, 8.764356324721577e-5, 0.00010579688329576353, 0.0041376898575276105, 0.09918910654501292, 3.243609830165291e-5, 2.758584277097751e-5, 0.023286920912159847, 0.09834434309415269, 0.02753133456046896, 6.78334865623488e-5]",-0.013971873765068954,0.7394663711294426
10.0,1.2,0.1,293.15,0.95,"[0.07205310398477574, 0.07205191856871326, 0.07205191883287666, 0.07205306316672076, 0.22683954272040913, 0.07205303899418719, 0.0, 0.00046610600537388925, 0.0004808068710605726, 0.005577060799653136, 8.30783658072583e-5, 9.37742256852486e-5, 0.004579500370470255, 0.07205286852748367, 3.534588772315336e-5, 3.407002783714216e-5, 0.024400738360586316, 0.07205246974820834, 0.032753313474472925, 8.445224882328146e-5]",-0.013867548977122236,0.7435565170693949
10.0,1.2,0.1,298.15,0.95,"[0.07261519920994935, 0.07266341735227301, 0.07266342032138037, 0.07262641809229856, 0.29079200218137485, 0.07263268052368858, 0.0, 0.0006989891057841691, 0.0007221298613383681, 0.009082458239957339, 3.581721586070978e-5, 3.906345674575578e-5, 0.0029338652655401904, 0.07265968011190625, 1.8114346652685564e-5, 1.668401219625773e-5, 0.0123513816977916, 0.07266186606389798, 0.017297598539496282, 4.845246817748322e-5]",-0.01575698483739032,0.7031522713275321
10.0,1.2,0.1,303.15,0.95,"[0.08149513225597023, 0.08151240311973428, 0.08151240281902368, 0.08150658277586591, 0.2592977348702394, 0.0815091528601285, 0.0, 0.00010259281918584468, 0.00010618733796242196, 0.009943746247422494, 3.8436800682067305e-6, 4.4621629802686765e-6, 0.00025314339285560736, 0.08151234259077925, 2.1903037175802005e-6, 2.49858396503539e-6, 0.0012448339067975245, 0.08151223954247147, 0.0015779958106692915, 6.132403838152866e-6]",-0.016617359190620674,0.686865311315579
10.0,1.2,0.16681005372000587,283.15,1.0,"[0.16681003059481578, 0.11642314962848542, 0.11647480283372943, 0.16418812311073258, 0.10904615558121672, 0.16261571952452844, 6.874686779025459e-6, 0.000534810706571909, 0.0005502892968741839, 0.002754185099942533, 0.00018334087668923815, 0.00020551125125139327, 0.02673803314436508, 0.16197468680751392, 7.370481686654944e-5, 4.4338612563804634e-5, 0.06906301544904836, 0.1550649073010518, 0.0838817897731155, 0.00015353349733304462]",-0.012650332468703219,0.7802637888374137
