Z,h,K,T,persistence,biomass,stability
10.0,1.2,0.4641588833612779,298.15,0.6,"[0.46415086576283143, 0.2721069445204612, 0.2721069445204612, 0.4357201474271355, 0.3034106533541417, 0.43521514656847005, 0.0, 0.0, 0.0, 0.0008496649276654452, 0.0, 0.0, 0.21442553357954622, 0.43222260424980874, 0.0, 0.0, 0.3864238403347402, 0.423736771942099, 0.09053773139936638, 0.0]",-7.861205675679355e-5
10.0,1.2,0.4641588833612779,303.15,0.6,"[0.4640207134099601, 0.3090781840583388, 0.3090781840583388, 0.4419761288832625, 0.3220478373483805, 0.4419691175622118, 0.0, 0.0, 0.0, 1.575817628446647e-5, 0.0, 0.0, 0.22449208637001694, 0.44098385829905384, 0.0, 0.0, 0.37547068474545453, 0.4375677440922787, 0.04846058884452991, 0.0]",-0.00010519035460375977
10.0,1.2,0.7742636826811271,283.15,0.8,"[0.7734503939464353, 0.18980215391944785, 0.18980215391944794, 0.6500290834460877, 0.22134038576868784, 0.4745230183670554, 0.0, 1.5320722011595782e-6, 1.5360092939318262e-6, 0.06934258511447432, 0.0, 0.0, 0.20038379069147744, 0.5810159949088617, 1.2476545719466939e-5, 0.0, 0.5119040934242589, 0.4573780060788292, 0.3189677791474304, 1.582277118418609e-5]",-0.0005464935177707491
10.0,1.2,0.7742636826811271,288.15,0.7,"[0.7739488114493931, 0.2273077506788998, 0.2273077506788998, 0.6682943053676703, 0.2807479469118289, 0.5409694064694185, 0.0, 0.0, 0.0, 0.06748951732707989, 0.0, 0.0, 0.23631235700863862, 0.6183348515180944, 1.0941241017533289e-5, 0.0, 0.5667112901619927, 0.5194755581662985, 0.33906591839692896, 1.7547044524836736e-5]",-3.501659008765121e-5
10.0,1.2,0.7742636826811271,293.15,0.7,"[0.7735641020267474, 0.2697694524682992, 0.2697694524682992, 0.6839475318935925, 0.3468196424599241, 0.6035074674087728, 0.0, 0.0, 0.0, 0.056934349908899395, 0.0, 0.0, 0.27572670437397395, 0.649656243382247, 9.790270237532331e-6, 0.0, 0.6160236945474415, 0.5737477727020154, 0.34585266846862667, 1.979562875447454e-5]",-2.830470973296537e-5
10.0,1.2,0.7742636826811271,298.15,0.7,"[0.7740233049285653, 0.3165816537037499, 0.3165816537037499, 0.6978054996424973, 0.4172795883677322, 0.6564118888811961, 0.0, 0.0, 0.0, 0.03895892933541381, 0.0, 0.0, 0.3164886808290228, 0.6755046461076396, 8.290037513690803e-6, 0.0, 0.658488843424502, 0.6195507238412291, 0.33775335289295927, 2.0575400426951415e-5]",-2.2734938281809883e-5
10.0,1.2,0.7742636826811271,303.15,0.7,"[0.7740553621595639, 0.3668914723272393, 0.3668914723272393, 0.7102907232268422, 0.4884859765526708, 0.6945840509791885, 0.0, 0.0, 0.0, 0.019584511847295618, 0.0, 0.0, 0.3557165843753613, 0.6963863873745935, 6.3221992354029845e-6, 0.0, 0.6944847767406019, 0.6568339265925913, 0.3150691479036775, 1.8698575060974567e-5]",-4.156294205362655e-5
10.0,1.2,1.2915496650148839,283.15,0.8,"[1.2915496649613947, 0.21007030051596062, 0.21007030051600034, 1.0067972415545163, 0.23295270117668004, 0.5801698550410048, 0.0, 3.4660883196161633e-6, 3.4697103638326245e-6, 0.09958748623636501, 0.0, 0.0, 0.253083478720006, 0.823287363023485, 2.684534324690759e-5, 0.0, 0.6952571654355233, 0.5273449977588348, 0.4711762975945192, 2.2769603099856017e-5]",-0.00029397402133973154
10.0,1.2,1.2915496650148839,288.15,0.8,"[1.2905935912778654, 0.25184289415041816, 0.25184289415041816, 1.0489301329835754, 0.3064655290542972, 0.6766672539962153, 0.0, 2.2885583621814878e-6, 2.289318458534747e-6, 0.11555931776832443, 0.0, 0.0, 0.2978955342790715, 0.901254640411254, 2.705001224458397e-5, 0.0, 0.7918473948770692, 0.6389904876738514, 0.5404759277274066, 2.7827533674319556e-5]",-0.0001266095623983258
10.0,1.2,1.2915496650148839,293.15,0.8,"[1.290517725766208, 0.30073227946572273, 0.3007322794657225, 1.0827176392537254, 0.39309190962741447, 0.7785078029488253, 0.0, 1.636794596250676e-6, 1.636925572464163e-6, 0.12494981839879092, 0.0, 0.0, 0.35089163667236056, 0.9684696046060413, 2.801178594053232e-5, 0.0, 0.8888760253852332, 0.7443939304924975, 0.6014866316971723, 3.5545627187108603e-5]",-5.959387127086201e-5
10.0,1.2,1.2915496650148839,298.15,0.8,"[1.290809672617162, 0.35687888685616753, 0.35687888685616753, 1.1108599291663355, 0.4927374445246303, 0.881340960390556, 0.0, 1.03467715449736e-6, 1.0346936066522614e-6, 0.12417105802814744, 0.0, 0.0, 0.41187801401113583, 1.0260113451674997, 2.9111302799877887e-5, 0.0, 0.9832277388048153, 0.8405435919560856, 0.649733812847481, 4.513595323508891e-5]",-4.731581054701283e-5
10.0,1.2,1.2915496650148839,303.15,0.7,"[1.2911689777603592, 0.4200302188209902, 0.4200302188209902, 1.1352338507536697, 0.6042229057697157, 0.9792154457515028, 0.0, 0.0, 0.0, 0.1106938160816429, 0.0, 0.0, 0.47925773522219983, 1.0748436377413377, 2.9866514089832748e-5, 0.0, 1.0716197304308284, 0.925699100301507, 0.6813919506298441, 5.533659853843238e-5]",-6.130978849348735e-5
10.0,1.2,2.154434690031884,283.15,0.8,"[2.1544346900318807, 0.23532241117507519, 0.23532241117723873, 1.4973691997176353, 0.22940167873982817, 0.6892951703670817, 0.0, 6.1420161350448246e-6, 6.144343916033334e-6, 0.1144600572545637, 0.0, 0.0, 0.32572409630664495, 1.0950219592255226, 5.5140685370471724e-5, 0.0, 0.8937348310529687, 0.5231956406010375, 0.6044012439139913, 3.67287233414613e-5]",-0.000153154145470577
10.0,1.2,2.154434690031884,288.15,0.8,"[2.1544346900318803, 0.28082536482247306, 0.280825364822473, 1.600237308964933, 0.3111327089046463, 0.8153319903749887, 0.0, 6.417421760684826e-6, 6.4177813815856385e-6, 0.14571484611977686, 0.0, 0.0, 0.37774244478907754, 1.2474273245258491, 5.605375473530532e-5, 0.0, 1.0387476639419484, 0.690264884025786, 0.7299045645151833, 4.1505371347559165e-5]",-0.00011342436176167292
10.0,1.2,2.154434690031884,293.15,0.8,"[2.1544234930452633, 0.3343726474231092, 0.3343726474231097, 1.6815553926944165, 0.41171307711646704, 0.9536267781982091, 0.0, 7.029395844953085e-6, 7.0294213299654166e-6, 0.17700392958977354, 0.0, 0.0, 0.4402646848182247, 1.3846706566507831, 5.811050776687553e-5, 0.0, 1.189948687221707, 0.8648744200766755, 0.8586392326943696, 5.022373959406883e-5]",-0.00013794027450905383
10.0,1.2,2.154434690031884,298.15,0.8,"[2.1537069055615206, 0.39731797965519833, 0.39731797965519833, 1.7461283780735541, 0.532134332444867, 1.1032203039767774, 0.0, 7.255048576770433e-6, 7.255049160615652e-6, 0.20408896319108105, 0.0, 0.0, 0.5152331412080728, 1.505301136725952, 6.177538034843833e-5, 0.0, 1.3462906932639507, 1.0375789814586747, 0.9847502366989404, 6.392671078329288e-5]",-1.9574668680183072e-5
10.0,1.2,2.154434690031884,303.15,0.8,"[2.153794670904485, 0.4703004702571244, 0.4703004702571244, 1.798656323421003, 0.6738558661550013, 1.2603827485837873, 0.0, 6.794167298340147e-6, 6.79416730191169e-6, 0.22241083158679748, 0.0, 0.0, 0.60442325821232, 1.6103285686429039, 6.706394958258176e-5, 0.0, 1.505014500859731, 1.2018815900949933, 1.101886177574326, 8.344120601286469e-5]",-5.3694854848299974e-5
10.0,1.2,3.5938136638046276,283.15,0.8,"[3.5938136638046307, 0.26596269967755026, 0.26596269971015996, 2.0898842126767176, 0.21375238303222613, 0.7988110449134552, 0.0, 8.687975842836353e-6, 8.689085213800135e-6, 0.11494502506173936, 0.0, 0.0, 0.42117662969574676, 1.3401272641735362, 0.00010269834309896052, 0.0, 1.0974967745601811, 0.43482800395816806, 0.7127274878769357, 6.582952421733092e-5]",-0.000140373021840763
10.0,1.2,3.5938136638046276,288.15,0.8,"[3.5938136638046307, 0.3175592188313446, 0.3175592188313445, 2.3226410962823834, 0.2977052591590395, 0.960148080643986, 0.0, 1.1251886758127537e-5, 1.1251972136052599e-5, 0.1554296784550031, 0.0, 0.0, 0.4865040878376673, 1.6062538642689865, 0.0001086526626385576, 0.0, 1.301020577549573, 0.630030170192057, 0.891136032211302, 6.905687680124162e-5]",-0.00012227189943411545
10.0,1.2,3.5938136638046276,293.15,0.8,"[3.5938136638046307, 0.3762878690694608, 0.3762878690694608, 2.515169495006215, 0.4048222121230892, 1.1357548238674207, 0.0, 1.4400771580665985e-5, 1.4400773183887923e-5, 0.20289938946674677, 0.0, 0.0, 0.5616192630434949, 1.8655831461832386, 0.00011388463052528457, 0.0, 1.5185486241332173, 0.8652147990524083, 1.0918048837669687, 7.617463621838466e-5]",-0.00016641673544989975
10.0,1.2,3.5938136638046276,298.15,0.8,"[3.5938136638046307, 0.4452173958053275, 0.4452173958053275, 2.672408300157979, 0.5381891590164841, 1.3308961523990754, 0.0, 1.752074234223467e-5, 1.7520742346385275e-5, 0.25485997977993174, 0.0, 0.0, 0.6496156693331085, 2.107067726185489, 0.00012036509191107854, 0.0, 1.7439165277835846, 1.1266124848977426, 1.3092466885443512, 8.951582242366687e-5]",-0.0004337855810224201
10.0,1.2,3.5938136638046276,303.15,0.8,"[3.593061554511365, 0.5255628145212546, 0.5255628145212546, 2.796502054594944, 0.7001844111072747, 1.5419981460637118, 0.0, 2.022798310227064e-5, 2.022798310227146e-5, 0.3077610870500169, 0.0, 0.0, 0.7570149377880548, 2.325051157267855, 0.00013034105437959413, 0.0, 1.9814159328670502, 1.4001627682400648, 1.5359614868760405, 0.00011218404621964508]",-4.97429270418635e-5
10.0,1.2,5.99484250318941,283.15,0.8,"[5.994842503189416, 0.2976325661822046, 0.29763256639975083, 2.700956213010574, 0.1923533339214306, 0.896457004250149, 0.0, 1.015898335866419e-5, 1.0159450368771252e-5, 0.10652842860516973, 0.0, 0.0, 0.5290155656844082, 1.4997722528029938, 0.00016020455251482458, 0.0, 1.284193122418883, 0.31348579500822177, 0.8036288448346257, 0.00011519532993676593]",-0.00012931095243245346
10.0,1.2,5.99484250318941,288.15,0.8,"[5.994842503189416, 0.3587391309187814, 0.35873913091878173, 3.140507557829486, 0.27242542649127927, 1.0974611617321832, 0.0, 1.4688705517399597e-5, 1.4688720167338982e-5, 0.14973960562845587, 0.0, 0.0, 0.6225911236205566, 1.8951926505161918, 0.00018562732602236902, 0.0, 1.5626122357458252, 0.483254559824308, 1.0251049053941204, 0.00012164545905582192]",-0.00013546330809391936
10.0,1.2,5.99484250318941,293.15,0.8,"[5.994842503189416, 0.4273289973515535, 0.42732899735155544, 3.5505665559935258, 0.37921870584015455, 1.3221401405546644, 0.0, 2.0581894566515432e-5, 2.0581894623001654e-5, 0.2054213432778171, 0.0, 0.0, 0.7234933981293197, 2.3243297736368396, 0.0002079130236489808, 0.0, 1.8576201204285732, 0.7225567322921284, 1.288721251885321, 0.0001288604104707807]",-0.00031281314355340083
10.0,1.2,5.99484250318941,298.15,0.8,"[5.994842503189416, 0.5042471814218594, 0.5042471814218594, 3.9028668174881886, 0.5162895241972978, 1.5650152605298449, 0.0, 2.7552705225731944e-5, 2.755270522574386e-5, 0.27330864704087404, 0.0, 0.0, 0.8359569936564889, 2.7632536693708083, 0.0002291925968459629, 0.0, 2.1739864474656114, 1.033907779417636, 1.5969547862806086, 0.00014157338625764946]",-0.00048653211206274246
10.0,1.2,5.99484250318941,303.15,0.8,"[5.994842503189416, 0.5933143306781257, 0.5933143306781257, 4.198352551959411, 0.6886011748880153, 1.833288819211612, 0.0, 3.534197782906221e-5, 3.534197782906221e-5, 0.3524036391526448, 0.0, 0.0, 0.966364783083994, 3.189583954658975, 0.0002523084729046014, 0.0, 2.4999388857165448, 1.4064201868981892, 1.9464605471681866, 0.00016479769190345212]",-0.0005971463920694983
10.0,1.2,10.0,283.15,0.8,"[10.0, 0.32494946646822065, 0.3249494672989343, 3.2369396445871823, 0.17124476817712359, 0.970677025507125, 0.0, 1.0442431995629421e-5, 1.0442645670450422e-5, 0.09513936824120861, 0.0, 0.0, 0.632269639984549, 1.5597030619961534, 0.00020890533863011527, 0.0, 1.4366273417414779, 0.2194908144778262, 0.881243659176354, 0.00017943026745983657]",-0.00018392532482938806
10.0,1.2,10.0,288.15,0.8,"[10.0, 0.3984284140969546, 0.3984284140969555, 3.936085169849697, 0.2437040003136454, 1.2139987621176576, 0.0, 1.598263190361095e-5, 1.5982634638688468e-5, 0.13602372897917375, 0.0, 0.0, 0.7649075619523875, 2.0520626783116445, 0.0002635276939256632, 0.0, 1.7889782299202528, 0.3355709220094235, 1.1420765362917813, 0.00020024959387051675]",-0.0002169261252599704
10.0,1.2,10.0,293.15,0.8,"[10.0, 0.4806270836945111, 0.4806270836945111, 4.6585634349590235, 0.34353201822776286, 1.4911387737425819, 0.0, 2.37991785176148e-5, 2.379917851959223e-5, 0.19236198178429673, 0.0, 0.0, 0.91198123880009, 2.649746916239799, 0.00032502177811522806, 0.0, 2.1806472262298073, 0.5170348783951016, 1.460204027158875, 0.00021895895995716115]",-0.00043148333173936805
10.0,1.2,10.0,298.15,0.8,"[10.0, 0.571539465127098, 0.571539465127098, 5.353601581416083, 0.47654533227085677, 1.7965938811034055, 0.0, 3.41329484622203e-5, 3.41329484622203e-5, 0.26633299912687597, 0.0, 0.0, 1.069736674351185, 3.337025384902758, 0.00039287121380884936, 0.0, 2.6039123629106085, 0.7894473900464587, 1.8483527650708258, 0.00023958474146581446]",-0.0005195120984304635
10.0,1.2,10.0,303.15,0.8,"[10.0, 0.6736000806869527, 0.6736000806869527, 5.980655991568854, 0.648778316789703, 2.1291310058757444, 0.0, 4.712855457784954e-5, 4.712855457784954e-5, 0.3598684290042319, 0.0, 0.0, 1.2458779234078434, 4.0847919598341615, 0.00046793065213496807, 0.0, 3.0457849204661684, 1.1736070945136305, 2.3159522862181836, 0.00026999493866043726]",-0.0006208364949076081
10.0,2.0,0.1,283.15,0.75,"[0.10000001397170948, 0.10000081501023379, 0.10000089309466931, 0.09997384888290974, 0.0, 0.10000074004359287, 0.0, 0.0, 0.0, 0.0, 2.7679268037556636e-6, 5.127940480183775e-6, 1.0334124252219351e-6, 0.09999426323236262, 2.1500094483341364e-6, 1.1290977080261159e-5, 9.973094402522125e-6, 0.10000097066277237, 5.252355223888815e-6, 2.26408087740785e-6]",-0.008036008950722403
10.0,2.0,0.1,288.15,0.35,"[0.10000000004413112, 0.10000000690238046, 0.10000000708350966, 0.09999990251079197, 0.0, 0.10000000297146257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0999663070909239, 0.0, 0.0, 0.0, 0.10000000764719329, 0.0, 0.0]",-1.002208688730548e-5
10.0,2.0,0.1,293.15,0.35,"[0.10000000000004323, 0.10000000000838372, 0.10000000000872808, 0.09999999992937855, 0.0, 0.09999999999970781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09995386184727897, 0.0, 0.0, 0.0, 0.10000000000805732, 0.0, 0.0]",-2.8144200809952593e-5
10.0,2.0,0.1,298.15,0.35,"[0.09999999999999999, 0.09999999999999999, 0.09999999999999999, 0.09999999999999978, 0.0, 0.09999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09994761984933448, 0.0, 0.0, 0.0, 0.10000000000000009, 0.0, 0.0]",-9.33564300843923e-5
10.0,2.0,0.1,303.15,0.35,"[0.10000000000000012, 0.10000000000000012, 0.10000000000000012, 0.1000000000000001, 0.0, 0.1000000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09997342026439682, 0.0, 0.0, 0.0, 0.1000000000000001, 0.0, 0.0]",-0.00012071089143365782
10.0,2.0,0.16681005372000587,283.15,0.75,"[0.1668100341285304, 0.16681307420711003, 0.1668130787693362, 0.1667510916706293, 0.0, 0.16681261376103457, 0.0, 0.0, 0.0, 0.0, 2.7131134897803944e-6, 5.0046398073683945e-6, 1.3028447758368343e-5, 0.16680967276235378, 2.9948539469075326e-6, 1.1085065804280019e-5, 2.1838196992918644e-5, 0.1668129193302804, 8.372616704348306e-6, 3.2064369206544024e-6]",-0.0075796679426817235
10.0,2.0,0.16681005372000587,288.15,0.35,"[0.16681005363486195, 0.1668100776804426, 0.16681007771661074, 0.16677324135900845, 0.0, 0.16681007418554927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16681000610083405, 0.0, 0.0, 0.0, 0.16681007739715067, 0.0, 0.0]",-7.319500980366654e-7
10.0,2.0,0.16681005372000587,293.15,0.35,"[0.1668100537198991, 0.16681005376059774, 0.1668100537606601, 0.16671533577092174, 0.0, 0.16681005375486765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16681005353424508, 0.0, 0.0, 0.0, 0.16681005376033906, 0.0, 0.0]",-3.5511939310956327e-5
10.0,2.0,0.16681005372000587,298.15,0.35,"[0.1668100537200059, 0.16681005372000607, 0.16681005372000607, 0.16675765518793303, 0.0, 0.16681005372000607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16681005372000185, 0.0, 0.0, 0.0, 0.16681005372000607, 0.0, 0.0]",-0.0001208462940885247
10.0,2.0,0.16681005372000587,303.15,0.35,"[0.16681005372000596, 0.16681005372000612, 0.16681005372000612, 0.16681005372000596, 0.0, 0.16681005372000612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16677528047692186, 0.0, 0.0, 0.0, 0.16681005372000612, 0.0, 0.0]",-0.00010074869943051743
10.0,2.0,0.2782559402207124,283.15,0.9007999999999999,"[0.27825583649841884, 0.2671035573258853, 0.2671040535625807, 0.277316485412707, 0.035817459591268676, 0.2776767984390753, 0.0, 5.230463880478676e-7, 5.139417056564349e-7, 5.116281967168018e-7, 2.573214773433084e-6, 4.690486381533423e-6, 0.008497996714417037, 0.27824847118550416, 7.941483437657501e-6, 1.0629423802927877e-5, 0.00019953688161242713, 0.2782589274487338, 3.029697190635134e-5, 8.893870666481987e-6]",-0.005944355850537864
10.0,2.0,0.2782559402207124,288.15,0.45,"[0.2782559401457143, 0.2781822035985493, 0.27818220360888396, 0.2781638173789845, 0.0002995108747364582, 0.2782506583110592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010645329156346931, 0.27825602830097873, 0.0, 0.0, 0.0, 0.27825611025872393, 0.0, 0.0]",-0.0019673678982888936
10.0,2.0,0.2782559402207124,293.15,0.35,"[0.2782559402206405, 0.2782559401108116, 0.278255940110818, 0.2782036955077288, 0.0, 0.27825594015074434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27825594021456046, 0.0, 0.0, 0.0, 0.2782559402407573, 0.0, 0.0]",-5.271914790636597e-5
10.0,2.0,0.2782559402207124,298.15,0.35,"[0.2782559402207109, 0.2782559402207122, 0.2782559402207122, 0.2780681960204156, 0.0, 0.2782559402207133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2782559402207123, 0.0, 0.0, 0.0, 0.2782559402207123, 0.0, 0.0]",-5.963478518970641e-5
10.0,2.0,0.2782559402207124,303.15,0.35,"[0.27825594022071176, 0.2782559402207127, 0.2782559402207127, 0.2781809056744755, 0.0, 0.2782559402207124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27825594022071265, 0.0, 0.0, 0.0, 0.27825594022071265, 0.0, 0.0]",-8.287879202579616e-5
10.0,2.0,0.4641588833612779,283.15,0.95,"[0.4641585632217881, 0.3087680021259939, 0.3087695777176644, 0.421237091457276, 0.21779496356357655, 0.3959198212437991, 0.0, 2.6676330300575434e-5, 2.630292455567059e-5, 0.037206553538270896, 2.31306262664636e-6, 4.014892587408303e-6, 0.2501691940959552, 0.43500443582867243, 0.007032405101444108, 9.302296920758564e-6, 0.25975283403420274, 0.42400230146238205, 0.09419325352208197, 0.007991274922610052]",-0.0033795151549474624
10.0,2.0,0.4641588833612779,288.15,0.7,"[0.4641588753425621, 0.3379197637299891, 0.337919789527257, 0.4321373154530482, 0.2254905803178643, 0.42561156711593073, 0.0, 0.0, 0.0, 0.011569142639349186, 0.0, 0.0, 0.2530376872001334, 0.4433669151163395, 0.0005907506874281052, 0.0, 0.2561728165106829, 0.44064446171615534, 0.03113282378993722, 0.0009497637389912628]",-0.0007870199290661564
10.0,2.0,0.4641588833612779,293.15,0.65,"[0.4641588833612017, 0.3675125187093678, 0.3675125187098913, 0.4395124495068729, 0.21397568379647453, 0.43950814870166743, 0.0, 0.0, 0.0, 9.26885835445047e-6, 0.0, 0.0, 0.2622283499657207, 0.4531282426617717, 4.318863589385317e-6, 0.0, 0.1814711540556825, 0.4532118650985138, 0.0, 9.243983665544556e-6]",-0.002827244524931887
10.0,2.0,0.4641588833612779,298.15,0.5,"[0.46415888336127786, 0.3976335732805946, 0.3976335732805946, 0.44316824467056815, 0.16852403106822253, 0.44316824467066424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30086790774217054, 0.4629280477058732, 0.0, 0.0, 0.027810579000736094, 0.4628962344287583, 0.0, 0.0]",-7.189580127518535e-5
10.0,2.0,0.4641588833612779,303.15,0.45,"[0.4641588833612766, 0.4204940799095854, 0.4204940799095854, 0.455967441938881, 0.16284235859175952, 0.4560997121057234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1509834370501581, 0.4641588833612771, 0.0, 0.0, 0.0, 0.4641588833612771, 0.0, 0.0]",-0.00010444918904570391
10.0,2.0,0.7742636826811271,283.15,0.95,"[0.7741156245034386, 0.34710643020106796, 0.3472644833175553, 0.627013348357946, 0.32401226023311264, 0.4706617606470747, 0.0, 0.000377478192788159, 0.0003743867731741585, 0.12733653230064879, 3.8641378606191155e-6, 5.848542819049996e-6, 0.34638341233489756, 0.6319627195755121, 0.05762556273815884, 8.634161113291103e-6, 0.48799231933057674, 0.5513508553969882, 0.40781947843254757, 0.048859474616694494]",-0.0026075337899029304
10.0,2.0,0.7742636826811271,288.15,0.8,"[0.7737843884350277, 0.38762967112214614, 0.38771294075010787, 0.6528090126782953, 0.3666978762490124, 0.5171585544756772, 0.0, 1.9058964768665547e-5, 1.8909172846460867e-5, 0.13397437683213667, 0.0, 0.0, 0.38130453946176307, 0.6613750668893232, 0.05981139136269553, 0.0, 0.5143450689156407, 0.5941320873771916, 0.41904630249095765, 0.05399077335310356]",-0.0013293903888356572
10.0,2.0,0.7742636826811271,293.15,0.7,"[0.7737588530488086, 0.4293630382780859, 0.42936343885311673, 0.6747965615405809, 0.4072405131440055, 0.562463013655917, 0.0, 0.0, 0.0, 0.13509848583119, 0.0, 0.0, 0.41525533844359463, 0.6861774791125065, 0.06048089314829834, 0.0, 0.5322154488897886, 0.6324520226031453, 0.41684673771328434, 0.057950295804850484]",-2.049356617873915e-5
10.0,2.0,0.7742636826811271,298.15,0.7,"[0.7738583932576304, 0.47162231284069883, 0.47162231284744677, 0.693412241257439, 0.44323042624205305, 0.6057487279055601, 0.0, 0.0, 0.0, 0.12892237145462088, 0.0, 0.0, 0.44688470057880253, 0.7067870712784, 0.0587753179431961, 0.0, 0.5396448792049077, 0.6659942012941054, 0.3971599784171188, 0.05979426461332037]",-4.588175727299441e-5
10.0,2.0,0.7742636826811271,303.15,0.7,"[0.7742636826811264, 0.5137496212372402, 0.5137496212372396, 0.7090876660190054, 0.4717724212047477, 0.6463315991684146, 0.0, 0.0, 0.0, 0.11315931687901006, 0.0, 0.0, 0.47462191856293084, 0.7237049573292226, 0.05313524668868576, 0.0, 0.5352538050569103, 0.6945460910859665, 0.355046359913575, 0.057945317003972145]",-8.064542588459923e-5
10.0,2.0,1.2915496650148839,283.15,0.95,"[1.2915496650148834, 0.3770673013218894, 0.3770673013218885, 0.8718486293486658, 0.379591480718902, 0.5333739500778686, 0.0, 0.0028444654184654576, 0.0028351141238645967, 0.17328103630050767, 6.591196897664593e-6, 8.819567836049995e-6, 0.427400125956285, 0.8446084708221081, 0.08982133386292146, 9.39369914105392e-6, 0.6843053775241582, 0.6510520916654955, 0.620853903688341, 0.07064682220382844]",-0.0020742537396141007
10.0,2.0,1.2915496650148839,288.15,0.8,"[1.2915496650148834, 0.42657021673074236, 0.42657021673074236, 0.9304118673818725, 0.4447170102148538, 0.5984694125562148, 0.0, 0.0015570022661923362, 0.0015534774120537283, 0.19795345987462062, 0.0, 0.0, 0.47938274903566225, 0.9096039479351676, 0.09859910436286753, 0.0, 0.7548473236849296, 0.7251242715219391, 0.6860225023678799, 0.08145005451661373]",-0.00033709255505242784
10.0,2.0,1.2915496650148839,293.15,0.8,"[1.2915496650148834, 0.47938637607054624, 0.4793863760705463, 0.982960916816617, 0.5144597447278587, 0.6655462223853349, 0.0, 0.0006218017356020436, 0.0006206936858878202, 0.22179800025336543, 0.0, 0.0, 0.5338425604995339, 0.9687925085562695, 0.10724791783885562, 0.0, 0.8233464593123134, 0.7978011558949043, 0.7472081443682344, 0.09294134704493194]",-0.0005325255754754458
10.0,2.0,1.2915496650148839,298.15,0.8,"[1.2912338669908583, 0.5351318283437579, 0.5351318283447489, 1.0295291404677385, 0.5876853328457647, 0.7335532125566684, 0.0, 0.0001004260976283087, 0.00010025496666994016, 0.24362699042800856, 0.0, 0.0, 0.5901075611429234, 1.021976478828034, 0.11563100148803834, 0.0, 0.8879194902466337, 0.8671215558327905, 0.8027341698148821, 0.10491224921341286]",-0.0008327774874406864
10.0,2.0,1.2915496650148839,303.15,0.8,"[1.29135779743149, 0.5933232616809719, 0.5933232616809719, 1.0703665070811934, 0.6629240957125723, 0.8013929388085503, 0.0, 1.6334004320508306e-6, 1.630439682152582e-6, 0.2621119033982086, 0.0, 0.0, 0.6473404897581742, 1.0686208192747386, 0.1235457485600428, 0.0, 0.9467749066474299, 0.9319107859312421, 0.8501649120100551, 0.11701644012933522]",-0.0016288451326500221
10.0,2.0,2.154434690031884,283.15,0.95,"[2.1544346900318803, 0.39913283931554444, 0.39913283931554444, 1.1144024387599016, 0.4057683729806187, 0.5775802074201407, 0.0, 0.008121709560700354, 0.008113811973517076, 0.1951702639993986, 8.912380394610002e-6, 1.1036523712895493e-5, 0.4985796528318764, 1.0349527079014011, 0.1160544593989398, 1.1347073950191772e-5, 0.8359269770631618, 0.7130669352720594, 0.7756059717627534, 0.08643911566936309]",-0.0018076902478422288
10.0,2.0,2.154434690031884,288.15,0.8,"[2.1544346900318803, 0.4556136488221379, 0.4556136488221379, 1.223924698768767, 0.48301996131646885, 0.656855274619599, 0.0, 0.010274023030833255, 0.01027242483969318, 0.22902029572063975, 0.0, 0.0, 0.5663397664634785, 1.1475651023500073, 0.13056537344668398, 0.0, 0.9454452173431533, 0.8138263221824058, 0.8817731944783342, 0.10061791976522337]",-5.2511628388894704e-5
10.0,2.0,2.154434690031884,293.15,0.8,"[2.1544346900318874, 0.5170354708174683, 0.5170354708174683, 1.3290718020756647, 0.5695073319224058, 0.7413740976127482, 0.0, 0.01363788575400496, 0.013637804736024923, 0.26529554674067646, 0.0, 0.0, 0.6385930644864094, 1.2585507191447614, 0.145599934156786, 0.0, 1.05806334674466, 0.9199688626562631, 0.9923221366231268, 0.11622521757199707]",-5.3593094546755895e-5
10.0,2.0,2.154434690031884,298.15,0.8,"[2.1544346900318803, 0.5833597759534641, 0.5833597759534641, 1.4281131307522985, 0.6652012343477485, 0.8308448989026112, 0.0, 0.01723315013113425, 0.017233149710675386, 0.3038106257674889, 0.0, 0.0, 0.7153634543020412, 1.3656887480026907, 0.16113163733988975, 0.0, 1.1725657146441222, 1.029601674547003, 1.1055008061756297, 0.13341794074262706]",-0.00010696119351644075
